ID,state
1000007540,0
100004721,0
1000071625,1
1000102741,1
1000103948,0
1000170964,1
1000171141,1
1000183112,1
1000202062,0
1000227361,1
1000233415,0
1000243793,0
1000261018,0
1000291122,0
1000294559,1
1000348776,0
1000399155,0
1000428719,1
10004373,0
1000581546,0
1000590709,0
1000598804,1
1000602156,1
1000624031,0
1000639526,0
1000719127,0
1000758916,1
1000781363,1
1000781512,1
1000844246,1
1000922108,1
1000932522,1
1000983983,0
1000987760,0
1000988678,0
100101389,1
1001019464,0
1001057158,0
1001156528,0
10011702,0
1001181420,1
1001190550,0
1001228129,1
1001263250,0
1001292387,0
1001295591,1
1001302417,0
1001302832,0
1001344493,0
1001432466,1
100147142,0
1001484182,1
1001502333,1
1001513743,0
1001529115,0
1001529854,0
1001565620,0
1001570537,1
1001573862,0
1001650469,1
1001708060,0
1001723373,1
1001778275,1
1001823329,1
1001904397,1
1001973436,0
1002005884,1
1002007289,0
1002042898,0
1002117994,0
1002131859,1
1002132537,1
1002151750,0
1002182970,1
1002191592,0
1002208176,0
1002304874,0
1002344676,1
1002371950,1
1002421792,1
1002451969,1
1002456171,1
1002514543,0
1002515281,0
1002554777,0
1002611685,1
1002646104,1
1002681356,0
1002710067,0
1002720451,0
1002749658,0
100275914,1
1002772966,1
1002783462,0
100281397,0
1002835689,1
1002856989,0
1002884058,0
1002885178,1
1002904556,0
1002909435,0
1002981465,0
1003074363,1
1003075861,0
1003138593,0
1003155427,0
1003169165,1
1003259197,1
100328540,0
1003293246,0
1003298216,0
1003330319,0
1003362537,1
100341575,0
1003456090,0
10034684,0
1003497710,0
1003500295,1
1003533888,1
1003596506,0
1003616594,0
1003637092,0
100371737,0
1003760463,0
1003761602,1
1003770739,1
1003775790,0
1003793542,0
1003868419,0
1003889504,0
1003928906,0
1003938077,1
1004010327,0
1004015081,1
1004125151,1
1004192678,1
1004203496,1
1004226383,0
1004269025,0
1004275497,1
1004339642,1
1004356539,1
1004405723,1
1004448951,0
1004493837,1
1004506986,1
1004551323,0
1004598691,0
100459896,1
1004621325,1
1004641424,1
1004666737,1
1004668657,1
1004763680,0
1004812579,0
1004814701,1
1004814890,0
1004817817,1
1004930345,0
100495978,0
1004979544,1
1004988635,1
1005051188,0
1005072084,0
1005100517,0
1005103612,1
1005116416,0
100513718,1
1005191083,0
1005235197,1
1005251354,1
1005272778,0
1005346286,0
1005393309,0
1005400392,1
1005413300,0
1005482513,0
1005515884,0
1005529974,0
100558945,0
1005636833,0
1005692400,1
1005739445,0
1005824767,0
1005829490,0
1005843591,0
1005844450,0
1005889641,1
1005898097,0
1005909550,0
1005944574,0
1006061306,1
100607048,1
1006094961,0
100609913,1
100613576,0
1006135954,0
100620160,1
1006243575,1
1006335039,1
1006355624,0
1006376324,1
1006377345,0
1006390923,0
1006393926,0
1006405499,0
1006446157,0
1006461045,0
1006462050,0
1006495792,0
1006567596,0
1006663687,1
100666726,0
1006741652,0
1006748617,0
1006821111,0
1006862039,1
1006879647,0
1006879706,0
1006881955,1
1006900956,0
1006906467,1
1006933983,0
1006947711,0
1007002522,1
1007005370,0
1007013403,0
100705975,0
1007081088,0
1007083051,0
100710934,1
1007127613,0
1007132696,0
1007160049,1
1007161697,0
1007163014,0
1007186692,1
1007194211,0
1007204515,0
1007232979,0
1007262299,1
1007266950,0
1007273151,1
100729444,1
1007352842,0
1007375303,0
1007387680,1
1007415840,1
100742490,1
1007437933,0
1007447362,0
1007452207,1
1007459417,0
1007463174,0
1007484429,0
1007545243,0
1007556380,0
1007607000,0
100762302,1
1007629591,0
1007697337,1
1007699549,1
1007715539,1
1007786436,0
1007827671,1
1007849968,0
1007979618,1
10079869,0
1007988914,1
100803420,1
1008085029,1
1008098717,0
1008108430,0
1008135768,1
1008160023,0
1008213896,0
1008262220,1
1008305754,0
1008375938,1
1008389546,0
1008393454,0
1008468553,1
1008477107,0
100849105,0
1008498698,0
1008523459,0
1008541493,0
1008557091,0
1008621854,0
1008685794,0
1008700229,1
1008725396,0
1008748515,0
1008826259,1
1008869084,1
1008902286,0
1008903805,0
1008933869,1
1008961655,0
1009004072,0
1009011535,0
1009032827,1
1009143503,0
1009175601,0
1009175761,1
1009203813,0
1009229949,1
1009243994,1
1009256578,1
1009297530,1
1009397068,0
1009461870,1
1009469309,1
1009554564,1
1009612464,0
100963764,0
1009668749,1
1009678350,0
1009705968,0
1009713929,0
1009722014,0
1009771343,0
1009783855,0
1009802597,1
1009840007,0
1009852492,0
1009868211,1
1009892642,1
1009961099,1
1009986728,0
10100125,1
1010025177,0
1010084894,0
1010095783,0
1010173138,1
1010211667,0
1010238204,0
1010298631,1
1010305368,0
1010324680,0
1010367581,1
1010416435,1
1010441842,1
1010458159,0
1010470904,1
1010490795,0
1010499354,1
1010516592,1
1010554396,0
1010555504,1
1010591158,1
1010602030,1
1010602115,0
1010649633,0
101065733,0
101069222,0
1010693188,0
1010758977,0
101080059,1
1010880803,1
1010891738,1
1010940637,0
10109773,1
1011015466,0
1011026447,0
1011027346,0
101107140,1
1011085028,0
1011091402,0
1011167515,1
1011197154,0
1011257495,0
1011277482,0
1011279886,0
